time,latitude,longitude,speed,accuracy,bearing
1551713544377,30.039433,120.878393,10,1,72
1551713545413,30.039442,120.878425,12,1,71
1551713546372,30.039452,120.878465,14,1,73
1551713547467,30.039459,120.878513,17,1,80
1551713548414,30.039469,120.878565,18,1,77
1551713549424,30.039474,120.878619,19,1,83
1551713550386,30.039487,120.87868,21,1,77
1551713551417,30.039498,120.878742,22,1,79
1551713552349,30.039506,120.878803,21,1,79
1551713553351,30.039514,120.878861,20,1,80
1551713554344,30.039517,120.878914,19,2,82
1551713555243,30.039514,120.878967,19,2,88
1551713556209,30.039518,120.879026,20,2,87
1551713557258,30.039518,120.879084,20,2,88
1551713558173,30.039522,120.879149,22,2,87
1551713559362,30.039528,120.879216,23,2,86
1551713560212,30.039528,120.879285,24,2,88
1551713561208,30.039532,120.879354,24,2,86
1551713562137,30.039542,120.879416,21,2,81
1551713563198,30.03955,120.879475,20,2,81
1551713564140,30.039548,120.879526,17,2,84
1551713565122,30.039543,120.879569,15,2,88
1551713566168,30.039559,120.879599,10,2,74
1551713567178,30.039561,120.879617,6,2,72
1551713568098,30.039561,120.879625,3,2,69
1551713569141,30.03956,120.879626,0,2,0
1551713570096,30.039561,120.879628,0,2,0
1551713571092,30.039562,120.879631,0,2,0
1551713572028,30.039563,120.879634,0,2,0
1551713573098,30.039564,120.879636,0,2,0
1551713573991,30.039564,120.879637,0,2,0
1551713575067,30.039564,120.879638,0,2,0
1551713576036,30.039564,120.87964,0,2,0
1551713577066,30.039564,120.879641,0,2,0
1551713578036,30.039563,120.879643,0,2,0
1551713579122,30.039563,120.879644,0,2,0
1551713579987,30.039563,120.879645,0,2,0
1551713581066,30.039563,120.879645,0,2,0
1551713582035,30.039562,120.879645,0,2,0
1551713583067,30.03956,120.879644,0,2,0
1551713584108,30.039561,120.879643,0,2,0
1551713585056,30.03956,120.879644,0,2,0
1551713586062,30.03956,120.879645,0,2,0
1551713587077,30.039559,120.879645,0,2,0
1551713588019,30.03956,120.879646,0,2,0
1551713589083,30.039561,120.879647,0,2,0
1551713590022,30.039561,120.879648,0,2,0
1551713591099,30.039561,120.879649,0,2,0
1551713591980,30.039561,120.87965,0,2,0
1551713593005,30.03956,120.879651,0,2,0
1551713593982,30.03956,120.879653,0,2,0
1551713595022,30.03956,120.879655,0,2,0
1551713596050,30.039559,120.879657,0,2,0
1551713597087,30.039559,120.879662,0,2,0
1551713598015,30.039559,120.879672,4,2,77
1551713599099,30.039563,120.879693,8,2,81
1551713600070,30.039559,120.879722,11,2,90
1551713601119,30.039557,120.879758,13,2,90
1551713602078,30.039558,120.879797,14,2,86
1551713603085,30.039556,120.879838,14,2,87
1551713604110,30.039556,120.879875,13,2,85
1551713605240,30.039558,120.879908,11,2,85
1551713606081,30.039555,120.879934,9,2,87
1551713607103,30.039556,120.879959,8,2,87
1551713608147,30.039567,120.879991,10,2,82
1551713609154,30.039573,120.880018,9,2,80
1551713610071,30.039579,120.880048,10,2,82
1551713611127,30.03958,120.880069,7,2,84
1551713612071,30.039577,120.880086,5,2,89
1551713613134,30.039588,120.880108,7,1,75
1551713614156,30.039587,120.880132,9,1,84
1551713615133,30.039583,120.880162,11,2,92
1551713616070,30.039575,120.880199,14,1,98
1551713617145,30.039564,120.88024,15,1,104
1551713618072,30.039559,120.880293,18,1,109
1551713619133,30.039536,120.880339,19,1,115
1551713620170,30.039508,120.880379,18,1,125
1551713621189,30.039482,120.880417,18,1,135
1551713622167,30.039457,120.88045,16,1,139
1551713623232,30.039425,120.880475,16,1,146
1551713624204,30.039403,120.880502,15,1,147
1551713625296,30.039387,120.880524,11,1,146
1551713626268,30.039382,120.880549,8,1,131
1551713627316,30.03938,120.880569,7,1,128
1551713628305,30.039374,120.880591,9,1,130
1551713629492,30.039366,120.880621,11,1,117
1551713630372,30.039361,120.880658,13,1,106
1551713631436,30.039359,120.880701,14,1,98
1551713632434,30.039359,120.88074,13,1,94
1551713633496,30.039368,120.88078,14,1,78
1551713634462,30.039381,120.880823,15,1,71
1551713635512,30.039396,120.88087,17,1,71
1551713636458,30.039409,120.880922,18,1,74
1551713637545,30.039418,120.880976,17,1,81
1551713638529,30.039419,120.881018,13,1,91
1551713639566,30.039412,120.881053,12,1,104
1551713640527,30.0394,120.881083,11,1,114
1551713641710,30.03938,120.881113,14,1,128
1551713642521,30.039347,120.881144,18,1,146
1551713643585,30.039301,120.881172,23,1,157
1551713644552,30.039244,120.881198,25,1,159
1551713645616,30.039182,120.881229,28,1,157
1551713646553,30.039119,120.881259,27,1,158
1551713647650,30.039058,120.881291,27,1,156
1551713648586,30.039,120.88132,24,1,158
1551713649653,30.038952,120.881342,19,1,160
1551713650591,30.038912,120.881352,15,1,170
1551713651612,30.038875,120.881344,16,1,194
1551713652591,30.038841,120.88132,17,1,215
1551713653646,30.038815,120.881284,16,1,233
1551713654545,30.038804,120.881244,18,1,253
1551713655695,30.038795,120.881192,21,1,258
1551713656544,30.038785,120.881132,24,1,258
1551713657632,30.038774,120.881061,27,1,261
1551713658546,30.038764,120.880981,29,1,261
1551713659592,30.038752,120.880896,31,1,261
1551713660547,30.038742,120.880805,33,1,262
1551713661560,30.038729,120.880711,34,1,261
1551713662546,30.038715,120.880614,34,1,260
1551713663627,30.038704,120.880514,36,1,263
1551713664508,30.038693,120.88041,37,1,263
1551713665549,30.038681,120.880303,38,1,262
1551713666509,30.038668,120.880194,39,1,262
1551713667571,30.038655,120.880081,40,1,262
1551713668472,30.038642,120.879966,40,1,262
1551713669624,30.038629,120.879849,42,1,262
1551713670505,30.038617,120.87973,42,1,263
1551713671515,30.038604,120.879609,42,1,263
1551713672503,30.038592,120.879491,41,1,262
1551713673512,30.038582,120.879376,40,1,262
1551713674469,30.038569,120.879266,38,1,261
1551713675495,30.038554,120.879159,37,1,261
1551713676468,30.03854,120.879057,35,1,261
1551713677518,30.038528,120.878961,33,1,261
1551713678539,30.038517,120.878874,29,1,261
1551713679540,30.038508,120.878802,24,1,262
1551713680467,30.038501,120.878744,19,1,262
1551713681508,30.038496,120.878704,12,1,261
1551713682466,30.038489,120.878675,10,1,256
1551713683537,30.03848,120.878651,8,1,248
1551713684427,30.038469,120.878632,8,1,240
1551713685509,30.038458,120.878619,6,1,233
1551713686428,30.038436,120.878602,12,1,215
1551713687482,30.038398,120.878586,16,1,200
1551713688428,30.03835,120.878575,20,1,190
1551713689537,30.038295,120.878577,23,1,177
1551713690463,30.038233,120.878588,26,1,170
1551713691483,30.038164,120.878607,29,1,164
1551713692466,30.03809,120.87863,31,1,164
1551713693431,30.03801,120.878653,33,1,166
1551713694428,30.037925,120.878679,35,1,164
1551713695488,30.037836,120.878706,37,1,165
1551713696438,30.037743,120.878737,39,1,163
1551713697528,30.037645,120.878766,40,1,165
1551713698391,30.037544,120.878796,42,1,165
1551713699456,30.03744,120.878827,43,1,165
1551713700371,30.037333,120.878856,43,1,166
1551713701417,30.037227,120.878883,43,1,167
1551713702366,30.037123,120.878909,42,1,168
1551713703456,30.037023,120.878933,40,1,167
1551713704422,30.036926,120.87896,40,1,166
1551713705478,30.036832,120.878989,38,1,164
1551713706458,30.036746,120.87902,35,1,162
1551713707477,30.036667,120.879044,31,1,166
1551713708456,30.036599,120.879059,26,1,171
1551713709610,30.036536,120.879055,24,1,185
1551713710486,30.036488,120.879037,19,1,201
1551713711496,30.036447,120.878998,23,1,222
1551713712445,30.036428,120.878938,23,1,251
1551713713528,30.036423,120.878873,22,1,263
1551713714495,30.036416,120.878802,26,1,263
1551713715539,30.036406,120.878715,32,1,262
1551713716475,30.036395,120.878619,33,1,262
1551713717449,30.036383,120.878519,35,1,263
1551713718418,30.036368,120.878412,37,1,260
1551713719650,30.036353,120.8783,39,1,261
1551713720414,30.036339,120.878188,39,1,262
1551713721438,30.036324,120.878072,41,1,261
1551713722411,30.036312,120.877955,41,1,264
1551713723473,30.036299,120.877834,43,1,263
1551713724339,30.036286,120.877711,43,1,263
1551713725425,30.036273,120.877585,44,1,263
1551713726340,30.036256,120.877456,45,1,262
1551713727431,30.036243,120.877326,46,1,263
1551713728344,30.036226,120.877193,47,1,262
1551713729502,30.03621,120.877059,47,1,262
1551713730390,30.036193,120.876924,47,1,262
1551713731391,30.036178,120.876787,47,1,262
1551713732344,30.036161,120.876651,48,1,262
1551713733408,30.036144,120.876514,48,1,262
1551713734374,30.036128,120.876379,47,1,262
1551713735379,30.036111,120.876247,46,1,262
1551713736338,30.036096,120.876118,45,1,262
1551713737382,30.036083,120.875991,44,1,263
1551713738356,30.036068,120.875865,44,1,263
1551713740300,30.03604,120.875618,42,1,262
1551713740300,30.03604,120.875618,42,1,262
1551713741433,30.036026,120.8755,41,1,262
1551713742365,30.036012,120.875383,41,1,262
1551713743445,30.035994,120.875266,41,1,260
1551713744364,30.035979,120.875156,38,1,260
1551713745478,30.035975,120.875057,34,1,267
1551713746397,30.035976,120.874961,33,1,271
1551713747426,30.035973,120.874862,34,1,267
1551713748376,30.035959,120.87476,36,1,260
1551713749442,30.035942,120.874652,38,1,260
1551713750366,30.035926,120.87454,40,1,261
1551713751477,30.035907,120.874424,41,1,260
1551713752415,30.03589,120.874307,41,1,261
1551713753470,30.035874,120.874185,43,1,262
1551713755433,30.035843,120.873933,45,1,262
1551713756386,30.03583,120.873808,44,1,262
1551713757478,30.03582,120.873683,44,1,265
1551713758390,30.035812,120.873563,42,1,266
1551713759497,30.035804,120.873446,40,1,265
1551713760361,30.035795,120.873339,37,1,264
1551713761445,30.035784,120.873244,33,1,262
1551713762374,30.035774,120.873164,27,1,263
1551713763481,30.035764,120.873096,23,1,262
1551713764390,30.035757,120.873041,18,1,262
1551713765398,30.035752,120.873001,13,1,264
1551713766360,30.035749,120.872978,7,1,262
1551713767405,30.035746,120.872966,3,1,262
1551713768354,30.035744,120.872963,0,1,0
1551713769456,30.035742,120.872961,0,1,0
1551713770349,30.03574,120.872961,0,1,0
1551713771375,30.035739,120.87296,0,1,0
1551713772323,30.035738,120.872959,0,1,0
1551713773323,30.035737,120.872959,0,1,0
1551713774280,30.035736,120.872956,0,1,262
1551713775458,30.035734,120.872949,3,1,261
1551713776318,30.035731,120.872929,8,1,263
1551713777361,30.035726,120.872892,14,1,262
1551713778328,30.035721,120.872842,18,1,262
1551713779391,30.035716,120.872781,22,1,265
1551713780381,30.03571,120.87271,25,1,264
1551713781507,30.035702,120.872633,28,1,263
1551713782355,30.035692,120.872546,31,1,262
1551713783397,30.03568,120.872451,34,1,262
1551713784382,30.035668,120.872349,36,1,262
1551713785456,30.035655,120.872243,38,1,262
1551713786381,30.035641,120.87213,39,1,261
1551713787480,30.035626,120.87201,42,1,261
1551713788407,30.03561,120.871888,43,1,261
1551713789469,30.035593,120.871764,44,1,261
1551713789469,30.035593,120.871764,44,1,261
1551713791491,30.035546,120.871519,44,1,257
1551713792440,30.035527,120.871397,43,1,260
1551713793481,30.03551,120.871281,41,1,260
1551713794403,30.035497,120.871171,39,1,261
1551713795427,30.035482,120.87107,35,1,260
1551713796365,30.03547,120.87098,31,1,260
1551713797434,30.035459,120.870903,26,1,260
1551713798365,30.035453,120.870848,18,1,261
1551713799463,30.035449,120.870804,14,1,260
1551713800370,30.035446,120.870774,10,1,262
1551713801410,30.035445,120.870757,5,1,261
1551713802387,30.035448,120.870754,0,1,0
1551713803412,30.035451,120.870753,0,1,0
1551713804370,30.035454,120.870753,0,1,0
1551713805472,30.035457,120.870752,0,1,0
1551713806389,30.03546,120.870752,0,1,0
1551713807403,30.035461,120.870752,0,1,0
1551713808326,30.035462,120.870751,0,1,0
1551713809378,30.035464,120.870752,0,1,0
1551713810297,30.035467,120.870752,0,1,0
1551713811471,30.03547,120.870752,0,1,0
1551713812330,30.035473,120.870752,0,1,0
1551713813408,30.035477,120.870752,0,1,0
1551713814338,30.03548,120.870752,0,1,0
1551713815372,30.035483,120.870752,0,1,0
1551713816326,30.035486,120.870752,0,1,0
1551713817400,30.035489,120.870751,0,1,0
1551713818324,30.035491,120.870751,0,1,0
1551713819387,30.035493,120.870751,0,1,0
1551713820356,30.035494,120.87075,0,1,0
1551713821336,30.035495,120.87075,0,1,0
1551713822291,30.035495,120.870748,0,1,0
1551713823390,30.035495,120.870743,0,1,262
1551713824321,30.035494,120.870729,5,1,266
1551713825470,30.035492,120.870704,9,1,266
1551713826355,30.035489,120.870666,14,1,266
1551713827418,30.035486,120.87062,16,1,266
1551713828358,30.035483,120.870569,18,1,267
1551713829513,30.03548,120.87051,21,1,268
1551713830413,30.035477,120.870444,23,1,268
1551713831482,30.035473,120.870372,25,1,267
1551713832420,30.035466,120.870294,27,1,264
1551713833469,30.035456,120.870211,29,1,263
1551713834413,30.035445,120.870123,31,1,262
1551713835518,30.035433,120.870028,33,1,262
1551713836381,30.035417,120.869928,35,1,260
1551713837561,30.035399,120.869824,37,1,259
1551713838377,30.03538,120.869717,38,1,259
1551713839457,30.035361,120.869603,41,1,260
1551713840381,30.035342,120.869482,43,1,261
1551713841476,30.035325,120.869357,44,1,261
1551713842373,30.035308,120.869228,46,1,262
1551713843417,30.035291,120.869096,47,1,262
1551713844375,30.035274,120.868961,47,1,262
1551713845509,30.035258,120.868828,47,1,262
1551713846350,30.035242,120.868697,46,1,262
1551713847495,30.035225,120.868567,46,1,262
1551713848340,30.035207,120.868434,47,1,261
1551713849425,30.035186,120.868296,49,1,261
1551713850335,30.035166,120.868151,51,1,261
1551713851468,30.035146,120.868002,53,1,261
1551713852368,30.035127,120.867847,55,1,262
1551713853438,30.035107,120.867685,57,1,262
1551713854337,30.03509,120.867522,57,1,263
1551713855471,30.035073,120.867361,56,1,263
1551713856386,30.035056,120.86721,53,1,262
1551713857406,30.03504,120.867067,50,1,263
1551713858368,30.035021,120.866945,43,1,260
1551713859476,30.035001,120.866838,38,1,259
1551713860376,30.034989,120.86674,34,1,262
1551713861369,30.034979,120.866656,28,1,262
1551713862343,30.034972,120.866592,21,1,262
1551713863370,30.034966,120.866547,14,1,261
1551713864326,30.034963,120.866523,7,1,261
1551713865448,30.034961,120.866513,2,1,261
1551713866330,30.034962,120.866511,0,1,0
1551713867364,30.034963,120.866509,0,1,0
1551713868331,30.034963,120.866508,0,1,0
1551713869331,30.034963,120.866506,0,1,0
1551713870291,30.034963,120.866505,0,1,0
1551713871356,30.034962,120.866505,0,1,0
1551713872292,30.034962,120.866504,0,1,0
1551713873330,30.034961,120.866502,0,1,0
1551713874299,30.034961,120.866498,0,1,261
1551713875358,30.034959,120.866483,6,1,262
1551713876290,30.034954,120.866453,11,1,261
1551713877490,30.034947,120.866415,14,1,257
1551713878361,30.034932,120.866371,17,1,247
1551713879479,30.034906,120.866327,19,1,235
1551713880433,30.034867,120.866288,21,1,218
1551713881465,30.034816,120.866264,22,1,199
1551713882386,30.034759,120.866261,23,1,180
1551713883472,30.034696,120.866274,26,1,169
1551713884418,30.034628,120.866295,29,1,164
1551713885494,30.034553,120.866319,31,1,164
1551713886456,30.034473,120.866346,33,1,163
1551713887478,30.03439,120.866376,35,1,162
1551713888424,30.034302,120.866408,37,1,162
1551713889567,30.034213,120.86644,38,1,162
1551713890420,30.034117,120.866474,40,1,163
1551713891509,30.034017,120.86651,42,1,162
1551713892413,30.033914,120.866545,43,1,164
1551713893449,30.033806,120.866586,45,1,161
1551713894444,30.033695,120.866625,46,1,163
1551713895505,30.033583,120.866663,47,1,164
1551713896444,30.033468,120.866702,48,1,163
1551713897505,30.033353,120.866741,47,1,163
1551713898443,30.03324,120.866781,47,1,163
1551713899492,30.033131,120.866818,45,1,163
1551713900409,30.033025,120.866854,44,1,163
1551713901501,30.032921,120.866891,43,1,162
1551713902476,30.032824,120.866931,41,1,160
1551713903484,30.032731,120.866973,39,1,158
1551713904445,30.032637,120.867013,39,1,160
1551713905522,30.032545,120.867047,38,1,162
1551713906410,30.032457,120.867079,36,1,163
1551713907512,30.032376,120.867107,33,1,163
1551713908440,30.032307,120.867133,28,1,162
1551713909538,30.032248,120.867154,23,1,163
1551713910403,30.032199,120.86717,19,1,165
1551713911457,30.032162,120.867182,14,1,164
1551713912402,30.03214,120.867189,7,1,165
1551713913518,30.032132,120.867191,0,1,165
1551713914422,30.03213,120.867191,0,1,0
1551713915440,30.032129,120.86719,0,1,0
1551713916400,30.032129,120.867189,0,1,0
1551713917432,30.032129,120.867188,0,1,0
1551713918396,30.032128,120.867187,0,1,0
1551713919412,30.032128,120.867186,0,1,0
1551713920362,30.032128,120.867185,0,1,0
1551713921412,30.032127,120.867185,0,1,0
1551713922368,30.032127,120.867184,0,1,0
1551713923411,30.032127,120.867183,0,1,0
1551713924343,30.032127,120.867183,0,1,0
1551713925413,30.032126,120.867183,0,1,0
1551713926356,30.032126,120.867183,0,1,0
1551713927425,30.032122,120.867184,0,1,164
1551713928397,30.032113,120.867186,5,1,165
1551713929448,30.03209,120.867194,11,1,164
1551713930395,30.032057,120.867205,15,1,163
1551713931470,30.032014,120.86722,19,1,163
1551713932430,30.031963,120.867237,22,1,164
1551713933431,30.031903,120.867255,25,1,165
1551713934458,30.03184,120.867274,27,1,165
1551713935489,30.031771,120.867297,29,1,164
1551713936454,30.031696,120.867325,32,1,162
1551713937534,30.031617,120.867357,34,1,160
1551713938453,30.031535,120.867392,35,1,159
1551713939504,30.03145,120.867429,36,1,159
1551713940463,30.031363,120.867469,38,1,159
1551713941502,30.031272,120.867509,39,1,159
1551713942423,30.031179,120.867552,40,1,158
1551713943500,30.031082,120.867597,42,1,158
1551713944448,30.030981,120.867642,43,1,158
1551713945450,30.030879,120.867689,44,1,158
1551713946415,30.030773,120.867738,46,1,158
1551713947463,30.030666,120.867788,46,1,157
1551713948450,30.030556,120.867839,47,1,158
1551713949534,30.030445,120.867891,48,1,158
1551713950447,30.030331,120.867943,49,1,158
1551713951512,30.030215,120.867995,50,1,158
1551713952412,30.030097,120.868049,51,1,158
1551713953438,30.029976,120.868104,52,1,158
1551713954411,30.029852,120.868159,53,1,159
1551713955475,30.029726,120.868217,54,1,158
1551713956477,30.029598,120.868276,55,1,158
1551713957438,30.029469,120.868335,56,1,158
1551713958449,30.029337,120.868395,57,1,159
1551713959496,30.029204,120.868454,57,1,159
1551713960417,30.029071,120.868515,57,1,158
1551713961479,30.028936,120.868575,58,1,159
1551713962440,30.028801,120.868636,58,1,158
1551713963512,30.028665,120.868698,58,1,158
1551713964446,30.028529,120.868763,59,1,157
1551713965461,30.028392,120.868832,59,1,157
1551713966453,30.028255,120.868898,59,1,157
1551713967547,30.028116,120.868962,60,1,158
1551713968447,30.027977,120.869025,59,1,158
1551713969499,30.02784,120.869087,58,1,159
1551713970475,30.027704,120.86915,58,1,158
1551713971494,30.027571,120.869212,56,1,158
1551713972436,30.027443,120.869272,55,1,158
1551713973587,30.027319,120.869333,53,1,156
1551713974476,30.0272,120.869397,52,1,154
1551713975614,30.027084,120.869463,51,1,153
1551713976466,30.026972,120.869528,49,1,153
1551713977525,30.026862,120.869592,49,1,153
1551713978468,30.02675,120.869659,50,1,153
1551713979571,30.026636,120.869727,51,1,153
1551713980475,30.026522,120.869795,52,1,152
1551713981542,30.026405,120.869867,53,1,152
1551713982496,30.026285,120.86994,54,1,152
1551713983538,30.026161,120.870015,56,1,152
1551713984463,30.026036,120.870091,56,1,152
1551713985591,30.02591,120.870167,57,1,152
1551713986491,30.025783,120.870246,58,1,152
1551713987517,30.025653,120.870323,58,1,153
1551713988468,30.025522,120.870399,59,1,153
1551713989615,30.025391,120.870476,59,1,153
1551713990507,30.02526,120.870553,59,1,153
1551713991550,30.025129,120.870629,58,1,153
1551713992494,30.025002,120.870702,57,1,154
1551713993524,30.024876,120.870774,55,1,153
1551713994490,30.024756,120.870844,54,1,153
1551713996493,30.024524,120.870975,50,1,154
1551713997455,30.024418,120.871038,47,1,152
1551713997508,30.024418,120.871038,47,1,152
1551713999486,30.024242,120.871144,35,1,152
1551714000494,30.024172,120.87118,29,1,157
1551714001487,30.024107,120.871198,26,1,169
1551714002488,30.024048,120.871196,23,1,187
1551714003489,30.023999,120.871174,20,1,208
1551714003535,30.023998,120.871174,20,1,208
1551714005523,30.023933,120.871071,26,1,243
1551714005523,30.023933,120.871071,26,1,243
1551714007479,30.023886,120.870911,31,1,254
1551714008458,30.023863,120.870819,35,1,255
1551714009491,30.02384,120.870718,37,1,256
1551714010485,30.023816,120.87061,39,1,256
1551714011481,30.023786,120.870499,41,1,253
1551714012412,30.023752,120.870384,43,1,251
1551714013452,30.023716,120.870266,44,1,250
1551714014410,30.023675,120.870146,45,1,248
1551714015436,30.023628,120.870023,47,1,246
1551714016447,30.023578,120.869902,46,1,244
1551714017527,30.023524,120.869782,47,1,242
1551714018447,30.023467,120.869663,47,1,240
1551714019411,30.023407,120.869545,48,1,239
1551714020412,30.023343,120.869428,48,1,237
1551714021482,30.023275,120.869313,49,1,235
1551714022410,30.023203,120.869198,49,1,233
1551714023508,30.023127,120.869087,49,1,232
1551714024477,30.023048,120.868978,50,1,230
1551714025487,30.022961,120.868869,52,1,227
1551714026452,30.02287,120.868763,52,1,225
1551714027472,30.022776,120.868654,53,1,225
1551714028445,30.022677,120.868547,55,1,224
1551714029469,30.022576,120.868437,56,1,223
1551714030467,30.022473,120.868325,57,1,224
1551714031550,30.022368,120.868211,58,1,224
1551714032467,30.022262,120.868093,59,1,224
1551714033526,30.022154,120.867975,60,1,224
1551714034439,30.022045,120.867857,60,1,223
1551714035500,30.021936,120.867739,60,1,223
1551714036497,30.021826,120.86762,60,0,223
1551714037536,30.021716,120.867501,60,0,224
1551714038512,30.021607,120.867381,61,0,224
1551714039565,30.021496,120.867261,61,0,223
1551714040547,30.021386,120.867141,61,1,224
1551714041541,30.021276,120.867021,61,1,223
1551714042494,30.021165,120.8669,61,0,223
1551714043496,30.021056,120.86678,60,0,224
1551714044535,30.020947,120.866661,60,0,223
1551714045529,30.020838,120.866542,60,1,223
1551714046537,30.020729,120.866426,60,1,223
1551714047535,30.02062,120.866311,59,1,223
1551714048532,30.020512,120.866197,59,1,223
1551714049582,30.020406,120.866084,58,0,223
1551714050568,30.020301,120.865971,58,1,223
1551714051569,30.020197,120.865857,57,1,224
1551714052536,30.020095,120.865743,57,1,224
1551714053569,30.019992,120.865631,57,0,224
1551714054568,30.01989,120.865519,56,0,224
1551714055597,30.019788,120.865409,56,0,223
1551714056562,30.019684,120.865298,57,0,223
1551714057608,30.019579,120.865186,57,0,223
1551714058597,30.019474,120.865073,57,0,223
1551714059667,30.019369,120.864961,57,0,223
1551714060593,30.019266,120.864849,56,0,224
1551714061597,30.019163,120.864738,56,1,223
1551714062557,30.019062,120.864628,56,0,223
1551714063623,30.01896,120.864519,55,0,223
1551714064564,30.018859,120.864411,55,0,223
1551714065592,30.01876,120.864304,54,1,224
1551714066567,30.018662,120.864197,54,1,224
1551714067606,30.018565,120.864092,53,1,223
1551714068525,30.018469,120.863989,52,1,223
1551714069569,30.018374,120.863888,51,1,223
1551714070558,30.018279,120.86379,51,1,221
1551714071624,30.018182,120.863697,50,1,220
1551714072520,30.018085,120.863608,49,0,219
1551714073618,30.017986,120.863524,49,0,216
1551714074559,30.017886,120.863444,48,1,215
1551714075613,30.017787,120.863368,47,1,213
1551714076520,30.017689,120.863295,46,1,213
1551714077622,30.017595,120.863227,44,1,212
1551714078493,30.017507,120.863166,41,1,211
1551714079542,30.017423,120.863116,37,1,206
1551714080542,30.017348,120.863073,32,1,206
1551714081477,30.017286,120.863039,26,1,204
1551714082520,30.017235,120.863014,21,1,203
1551714083497,30.017196,120.862996,15,1,202
1551714084449,30.017172,120.862985,8,1,202
1551714085453,30.017163,120.86298,2,1,202
1551714086423,30.017161,120.862979,0,1,0
1551714087448,30.01716,120.862978,0,1,0
1551714088414,30.01716,120.862977,0,1,0
1551714089393,30.01716,120.862976,0,1,0
1551714090387,30.01716,120.862975,0,1,0
1551714091529,30.01716,120.862974,0,1,0
1551714092384,30.01716,120.862973,0,1,0
1551714093458,30.01716,120.862972,0,1,0
1551714094377,30.01716,120.862972,0,1,0
1551714095411,30.01716,120.862971,0,1,0
1551714096385,30.017159,120.862972,0,1,0
1551714097431,30.017159,120.862971,0,1,0
1551714098385,30.017158,120.862971,0,1,0
1551714099419,30.017158,120.862971,0,1,0
1551714100408,30.017158,120.862971,0,1,0
1551714101417,30.017157,120.862971,0,1,0
1551714102371,30.017157,120.862971,0,1,0
1551714103368,30.017157,120.862971,0,1,0
1551714104339,30.017156,120.862971,0,1,0
1551714105385,30.017156,120.862971,0,1,0
1551714106375,30.017156,120.862971,0,1,0
1551714107354,30.017155,120.862971,0,1,0
1551714108305,30.017155,120.862971,0,1,0
1551714109360,30.017154,120.862971,0,1,0
1551714110297,30.017154,120.862971,0,1,0
1551714111356,30.017154,120.862971,0,1,0
1551714112336,30.017154,120.862971,0,1,0
1551714113400,30.017154,120.862972,0,1,0
1551714114277,30.017154,120.862972,0,1,0
1551714115304,30.017154,120.862971,0,1,0
1551714116300,30.017154,120.862971,0,1,0
1551714117369,30.017153,120.86297,0,1,0
1551714118369,30.017153,120.862969,0,1,0
1551714119371,30.017152,120.862969,0,1,0
1551714120405,30.017152,120.862969,0,1,0
1551714121414,30.017151,120.862968,0,1,0
1551714122360,30.017151,120.862968,0,1,0
1551714123413,30.017151,120.862968,0,1,0
1551714124392,30.017151,120.862968,0,1,0
1551714125397,30.01715,120.862967,0,1,0
1551714126361,30.01715,120.862967,0,1,0
1551714127412,30.01715,120.862967,0,1,0
1551714128358,30.01715,120.862967,0,1,0
1551714129437,30.01715,120.862967,0,1,0
1551714130458,30.01715,120.862968,0,1,0
1551714131437,30.01715,120.862968,0,1,0
1551714132427,30.01715,120.862968,0,1,0
1551714133445,30.01715,120.862968,0,1,0
1551714134419,30.017149,120.862968,0,1,0
1551714135436,30.017149,120.862969,0,1,0
1551714136457,30.017149,120.862969,0,1,0
1551714137455,30.017148,120.862968,0,1,0
1551714138422,30.017148,120.862968,0,1,0
1551714139492,30.017148,120.862967,0,1,0
1551714140416,30.017148,120.862967,0,1,0
1551714141448,30.017148,120.862967,0,1,0
1551714142450,30.017148,120.862966,0,1,0
1551714143467,30.017147,120.862966,0,1,0
1551714144413,30.017147,120.862967,0,1,0
1551714145453,30.017147,120.862967,0,1,0
1551714146441,30.017146,120.862966,0,1,0
1551714147458,30.017146,120.862966,0,1,0
1551714148448,30.017146,120.862966,0,1,0
1551714149499,30.017146,120.862964,0,1,0
1551714150411,30.017146,120.862963,0,1,0
1551714151478,30.017146,120.862963,0,1,0
1551714152460,30.017146,120.862963,0,1,0
1551714153467,30.017146,120.862963,0,1,0
1551714154489,30.017146,120.862963,0,1,0
1551714155469,30.017146,120.862963,0,1,0
1551714156449,30.017147,120.862963,0,1,0
1551714157484,30.017147,120.862963,0,1,0
1551714158405,30.017147,120.862963,0,1,0
1551714159461,30.017147,120.862963,0,1,0
1551714160442,30.017148,120.862964,0,1,0
1551714161462,30.017148,120.862964,0,1,0
1551714162401,30.017147,120.862964,0,1,0
1551714163448,30.017146,120.862964,0,1,0
1551714164433,30.017143,120.862963,0,1,200
1551714165498,30.017133,120.862958,5,1,200
1551714166504,30.01711,120.862949,12,1,199
1551714167498,30.017074,120.862937,17,1,195
1551714168504,30.017025,120.862927,20,1,188
1551714169530,30.016969,120.862929,24,1,177
1551714170506,30.016908,120.862945,26,1,165
1551714171522,30.016847,120.862974,27,1,155
1551714172529,30.01679,120.863021,28,1,142
1551714173616,30.016737,120.863081,30,1,132
1551714174573,30.016688,120.863154,32,1,127
1551714175639,30.016638,120.863233,35,1,126
1551714176564,30.016584,120.863316,36,1,127
1551714177622,30.016529,120.863403,38,1,126
1551714178624,30.016472,120.863497,40,1,125
1551714179728,30.016408,120.86359,42,1,130
1551714180622,30.016341,120.863683,42,1,129
